gbak:opened file C:\sys\dados\cinco\prosport\MILLENNIUM.gbk 
gbak:restoring domain RDB$8132 
gbak:restoring domain RDB$8133 
gbak:restoring domain RDB$8147 
gbak:restoring domain RDB$8148 
gbak:restoring domain RDB$8149 
gbak:restoring domain RDB$8150 
gbak:restoring domain RDB$8151 
gbak:restoring domain RDB$8152 
gbak:restoring domain RDB$8153 
gbak:restoring domain RDB$8154 
gbak:restoring domain RDB$8155 
gbak:restoring domain RDB$8156 
gbak:restoring domain RDB$8157 
gbak:restoring domain RDB$8158 
gbak:restoring domain RDB$8159 
gbak:restoring domain RDB$8160 
gbak:restoring domain RDB$8161 
gbak:restoring domain RDB$8162 
gbak:restoring domain RDB$8163 
gbak:restoring domain RDB$8164 
gbak:restoring domain RDB$8165 
gbak:restoring domain RDB$8166 
gbak:restoring domain RDB$8170 
gbak:restoring domain RDB$8171 
gbak:restoring domain RDB$8172 
gbak:restoring domain RDB$8173 
gbak:restoring domain RDB$8174 
gbak:restoring domain RDB$8178 
gbak:restoring domain RDB$8179 
gbak:restoring domain RDB$8180 
gbak:restoring domain RDB$8181 
gbak:restoring domain RDB$16208 
gbak:restoring domain RDB$8296 
gbak:restoring domain RDB$8297 
gbak:restoring domain RDB$8298 
gbak:restoring domain RDB$8299 
gbak:restoring domain RDB$8300 
gbak:restoring domain RDB$8301 
gbak:restoring domain RDB$8302 
gbak:restoring domain RDB$8548 
gbak:restoring domain RDB$8549 
gbak:restoring domain RDB$8550 
gbak:restoring domain RDB$8551 
gbak:restoring domain RDB$8552 
gbak:restoring domain RDB$8553 
gbak:restoring domain RDB$8554 
gbak:restoring domain RDB$8555 
gbak:restoring domain RDB$8556 
gbak:restoring domain RDB$8557 
gbak:restoring domain RDB$8558 
gbak:restoring domain RDB$8559 
gbak:restoring domain RDB$8394 
gbak:restoring domain RDB$8395 
gbak:restoring domain RDB$8396 
gbak:restoring domain RDB$8397 
gbak:restoring domain RDB$8398 
gbak:restoring domain RDB$8399 
gbak:restoring domain RDB$8400 
gbak:restoring domain RDB$8401 
gbak:restoring domain RDB$8402 
gbak:restoring domain RDB$8403 
gbak:restoring domain RDB$8404 
gbak:restoring domain RDB$8581 
gbak:restoring domain RDB$8582 
gbak:restoring domain RDB$8583 
gbak:restoring domain RDB$8584 
gbak:restoring domain RDB$8585 
gbak:restoring domain RDB$8586 
gbak:restoring domain RDB$8587 
gbak:restoring domain RDB$8588 
gbak:restoring domain RDB$8596 
gbak:restoring domain RDB$8597 
gbak:restoring domain RDB$8598 
gbak:restoring domain RDB$8599 
gbak:restoring domain RDB$8600 
gbak:restoring domain RDB$8601 
gbak:restoring domain RDB$8602 
gbak:restoring domain RDB$8603 
gbak:restoring domain RDB$8604 
gbak:restoring domain RDB$8605 
gbak:restoring domain RDB$8606 
gbak:restoring domain RDB$8607 
gbak:restoring domain RDB$8608 
gbak:restoring domain RDB$8609 
gbak:restoring domain RDB$8486 
gbak:restoring domain RDB$8487 
gbak:restoring domain RDB$8488 
gbak:restoring domain RDB$8631 
gbak:restoring domain RDB$8632 
gbak:restoring domain RDB$8633 
gbak:restoring domain RDB$8634 
gbak:restoring domain RDB$8635 
gbak:restoring domain RDB$8636 
gbak:restoring domain RDB$8637 
gbak:restoring domain RDB$8638 
gbak:restoring domain RDB$4187051 
gbak:restoring domain RDB$4187052 
gbak:restoring domain RDB$4187053 
gbak:restoring domain RDB$4187054 
gbak:restoring domain RDB$4187055 
gbak:restoring domain RDB$4187056 
gbak:restoring domain RDB$4187057 
gbak:restoring domain RDB$4187058 
gbak:restoring domain RDB$4187059 
gbak:restoring domain RDB$4187060 
gbak:restoring domain RDB$4187061 
gbak:restoring domain RDB$4187062 
gbak:restoring domain RDB$4187063 
gbak:restoring domain RDB$4187064 
gbak:restoring domain RDB$4187065 
gbak:restoring domain RDB$4187066 
gbak:restoring domain RDB$4187067 
gbak:restoring domain RDB$4187068 
gbak:restoring domain RDB$4187069 
gbak:restoring domain RDB$4187070 
gbak:restoring domain RDB$4187071 
gbak:restoring domain RDB$4187072 
gbak:restoring domain RDB$4187073 
gbak:restoring domain RDB$4187074 
gbak:restoring domain RDB$4187075 
gbak:restoring domain RDB$4187076 
gbak:restoring domain RDB$4187077 
gbak:restoring domain RDB$4187078 
gbak:restoring domain RDB$4187079 
gbak:restoring domain RDB$4187080 
gbak:restoring domain RDB$4187081 
gbak:restoring domain RDB$4187082 
gbak:restoring domain RDB$4187083 
gbak:restoring domain RDB$4187084 
gbak:restoring domain RDB$4187085 
gbak:restoring domain RDB$4187086 
gbak:restoring domain RDB$4187087 
gbak:restoring domain RDB$4187088 
gbak:restoring domain RDB$4187089 
gbak:restoring domain RDB$4187090 
gbak:restoring domain RDB$4187091 
gbak:restoring domain RDB$4187092 
gbak:restoring domain RDB$4187093 
gbak:restoring domain RDB$8786 
gbak:restoring domain RDB$8787 
gbak:restoring domain RDB$8788 
gbak:restoring domain RDB$2858 
gbak:restoring domain RDB$2859 
gbak:restoring domain RDB$2860 
gbak:restoring domain RDB$2861 
gbak:restoring domain RDB$8681 
gbak:restoring domain RDB$8682 
gbak:restoring domain RDB$8683 
gbak:restoring domain RDB$8684 
gbak:restoring domain RDB$8685 
gbak:restoring domain RDB$8686 
gbak:restoring domain RDB$8687 
gbak:restoring domain RDB$8688 
gbak:restoring domain RDB$8689 
gbak:restoring domain RDB$8690 
gbak:restoring domain RDB$8825 
gbak:restoring domain RDB$8826 
gbak:restoring domain RDB$8827 
gbak:restoring domain RDB$8828 
gbak:restoring domain RDB$8829 
gbak:restoring domain RDB$8830 
gbak:restoring domain RDB$8835 
gbak:restoring domain RDB$9084 
gbak:restoring domain RDB$9085 
gbak:restoring domain RDB$9086 
gbak:restoring domain RDB$9087 
gbak:restoring domain RDB$9088 
gbak:restoring domain RDB$9089 
gbak:restoring domain RDB$9090 
gbak:restoring domain RDB$9091 
gbak:restoring domain RDB$9092 
gbak:restoring domain RDB$9093 
gbak:restoring domain RDB$9094 
gbak:restoring domain RDB$9095 
gbak:restoring domain RDB$9096 
gbak:restoring domain RDB$9097 
gbak:restoring domain RDB$9098 
gbak:restoring domain RDB$9099 
gbak:restoring domain RDB$9100 
gbak:restoring domain RDB$9101 
gbak:restoring domain RDB$9102 
gbak:restoring domain RDB$9103 
gbak:restoring domain RDB$9117 
gbak:restoring domain RDB$9118 
gbak:restoring domain RDB$9119 
gbak:restoring domain RDB$9120 
gbak:restoring domain RDB$9121 
gbak:restoring domain RDB$9122 
gbak:restoring domain RDB$9123 
gbak:restoring domain RDB$9124 
gbak:restoring domain RDB$9125 
gbak:restoring domain RDB$9127 
gbak:restoring domain RDB$9128 
gbak:restoring domain RDB$9129 
gbak:restoring domain RDB$8858 
gbak:restoring domain RDB$8859 
gbak:restoring domain RDB$8860 
gbak:restoring domain RDB$8872 
gbak:restoring domain RDB$8873 
gbak:restoring domain RDB$8874 
gbak:restoring domain RDB$8882 
gbak:restoring domain RDB$8883 
gbak:restoring domain RDB$8884 
gbak:restoring domain RDB$8885 
gbak:restoring domain RDB$8886 
gbak:restoring domain RDB$8897 
gbak:restoring domain RDB$8898 
gbak:restoring domain RDB$8899 
gbak:restoring domain RDB$8900 
gbak:restoring domain RDB$8901 
gbak:restoring domain RDB$8902 
gbak:restoring domain RDB$8903 
gbak:restoring domain RDB$8904 
gbak:restoring domain RDB$8905 
gbak:restoring domain RDB$8906 
gbak:restoring domain RDB$8907 
gbak:restoring domain RDB$8908 
gbak:restoring domain RDB$8909 
gbak:restoring domain RDB$8910 
gbak:restoring domain RDB$8911 
gbak:restoring domain RDB$8912 
gbak:restoring domain RDB$8913 
gbak:restoring domain RDB$8914 
gbak:restoring domain RDB$8915 
gbak:restoring domain RDB$8916 
gbak:restoring domain RDB$8917 
gbak:restoring domain RDB$8918 
gbak:restoring domain RDB$8919 
gbak:restoring domain RDB$8920 
gbak:restoring domain RDB$8921 
gbak:restoring domain RDB$8922 
gbak:restoring domain RDB$8923 
gbak:restoring domain RDB$8924 
gbak:restoring domain RDB$8925 
gbak:restoring domain RDB$8926 
gbak:restoring domain RDB$8927 
gbak:restoring domain RDB$8928 
gbak:restoring domain RDB$8929 
gbak:restoring domain RDB$8930 
gbak:restoring domain RDB$8931 
gbak:restoring domain RDB$8932 
gbak:restoring domain RDB$8933 
gbak:restoring domain RDB$8934 
gbak:restoring domain RDB$8935 
gbak:restoring domain RDB$8936 
gbak:restoring domain RDB$8937 
gbak:restoring domain RDB$8938 
gbak:restoring domain RDB$8939 
gbak:restoring domain RDB$8940 
gbak:restoring domain RDB$8941 
gbak:restoring domain RDB$3836 
gbak:restoring domain RDB$8942 
gbak:restoring domain RDB$8943 
gbak:restoring domain RDB$3837 
gbak:restoring domain RDB$3838 
gbak:restoring domain RDB$3839 
gbak:restoring domain RDB$3840 
gbak:restoring domain RDB$3841 
gbak:restoring domain RDB$3842 
gbak:restoring domain RDB$3843 
gbak:restoring domain RDB$3844 
gbak:restoring domain RDB$8944 
gbak:restoring domain RDB$8945 
gbak:restoring domain RDB$3851 
gbak:restoring domain RDB$3852 
gbak:restoring domain RDB$3853 
gbak:restoring domain RDB$3854 
gbak:restoring domain RDB$3855 
gbak:restoring domain RDB$3856 
gbak:restoring domain RDB$3857 
gbak:restoring domain RDB$3859 
gbak:restoring domain RDB$3860 
gbak:restoring domain RDB$3861 
gbak:restoring domain RDB$93 
gbak:restoring domain RDB$94 
gbak:restoring domain RDB$95 
gbak:restoring domain RDB$96 
gbak:restoring domain RDB$97 
gbak:restoring domain RDB$98 
gbak:restoring domain RDB$99 
gbak:restoring domain RDB$100 
gbak:restoring domain RDB$101 
gbak:restoring domain RDB$102 
gbak:restoring domain RDB$103 
gbak:restoring domain RDB$104 
gbak:restoring domain RDB$105 
gbak:restoring domain RDB$106 
gbak:restoring domain RDB$107 
gbak:restoring domain RDB$118 
gbak:restoring domain RDB$119 
gbak:restoring domain RDB$3862 
gbak:restoring domain RDB$3863 
gbak:restoring domain RDB$3864 
gbak:restoring domain RDB$3865 
gbak:restoring domain RDB$3866 
gbak:restoring domain RDB$120 
gbak:restoring domain RDB$121 
gbak:restoring domain RDB$131 
gbak:restoring domain RDB$8946 
gbak:restoring domain RDB$8947 
gbak:restoring domain RDB$8948 
gbak:restoring domain RDB$1926 
gbak:restoring domain RDB$8949 
gbak:restoring domain RDB$140 
gbak:restoring domain RDB$141 
gbak:restoring domain RDB$142 
gbak:restoring domain RDB$143 
gbak:restoring domain RDB$147 
gbak:restoring domain RDB$148 
gbak:restoring domain RDB$149 
gbak:restoring domain RDB$150 
gbak:restoring domain RDB$151 
gbak:restoring domain RDB$152 
gbak:restoring domain RDB$153 
gbak:restoring domain RDB$154 
gbak:restoring domain RDB$155 
gbak:restoring domain RDB$172 
gbak:restoring domain RDB$173 
gbak:restoring domain RDB$174 
gbak:restoring domain RDB$175 
gbak:restoring domain RDB$176 
gbak:restoring domain RDB$177 
gbak:restoring domain RDB$178 
gbak:restoring domain RDB$179 
gbak:restoring domain RDB$180 
gbak:restoring domain RDB$181 
gbak:restoring domain RDB$3867 
gbak:restoring domain RDB$3868 
gbak:restoring domain RDB$182 
gbak:restoring domain RDB$183 
gbak:restoring domain RDB$184 
gbak:restoring domain RDB$185 
gbak:restoring domain RDB$186 
gbak:restoring domain RDB$187 
gbak:restoring domain RDB$8973 
gbak:restoring domain RDB$8974 
gbak:restoring domain RDB$210 
gbak:restoring domain RDB$211 
gbak:restoring domain RDB$212 
gbak:restoring domain RDB$213 
gbak:restoring domain RDB$214 
gbak:restoring domain RDB$215 
gbak:restoring domain RDB$216 
gbak:restoring domain RDB$217 
gbak:restoring domain RDB$218 
gbak:restoring domain RDB$219 
gbak:restoring domain RDB$220 
gbak:restoring domain RDB$221 
gbak:restoring domain RDB$222 
gbak:restoring domain RDB$223 
gbak:restoring domain RDB$224 
gbak:restoring domain RDB$225 
gbak:restoring domain RDB$226 
gbak:restoring domain RDB$227 
gbak:restoring domain RDB$228 
gbak:restoring domain RDB$229 
gbak:restoring domain RDB$230 
gbak:restoring domain RDB$231 
gbak:restoring domain RDB$232 
gbak:restoring domain RDB$233 
gbak:restoring domain RDB$8975 
gbak:restoring domain RDB$3869 
gbak:restoring domain RDB$3870 
gbak:restoring domain RDB$234 
gbak:restoring domain RDB$235 
gbak:restoring domain RDB$236 
gbak:restoring domain RDB$237 
gbak:restoring domain RDB$3877 
gbak:restoring domain RDB$3878 
gbak:restoring domain RDB$3879 
gbak:restoring domain RDB$3880 
gbak:restoring domain RDB$3881 
gbak:restoring domain RDB$3882 
gbak:restoring domain RDB$3883 
gbak:restoring domain RDB$3884 
gbak:restoring domain RDB$3885 
gbak:restoring domain RDB$3886 
gbak:restoring domain RDB$3887 
gbak:restoring domain RDB$3888 
gbak:restoring domain RDB$8976 
gbak:restoring domain RDB$8977 
gbak:restoring domain RDB$8978 
gbak:restoring domain RDB$3894 
gbak:restoring domain RDB$3895 
gbak:restoring domain RDB$3896 
gbak:restoring domain RDB$8979 
gbak:restoring domain RDB$264 
gbak:restoring domain RDB$265 
gbak:restoring domain RDB$266 
gbak:restoring domain RDB$267 
gbak:restoring domain RDB$268 
gbak:restoring domain RDB$269 
gbak:restoring domain RDB$270 
gbak:restoring domain RDB$271 
gbak:restoring domain RDB$272 
gbak:restoring domain RDB$273 
gbak:restoring domain RDB$3897 
gbak:restoring domain RDB$3898 
gbak:restoring domain RDB$3899 
gbak:restoring domain RDB$3900 
gbak:restoring domain RDB$285 
gbak:restoring domain RDB$286 
gbak:restoring domain RDB$287 
gbak:restoring domain RDB$288 
gbak:restoring domain RDB$289 
gbak:restoring domain RDB$290 
gbak:restoring domain RDB$291 
gbak:restoring domain RDB$292 
gbak:restoring domain RDB$293 
gbak:restoring domain RDB$304 
gbak:restoring domain RDB$305 
gbak:restoring domain RDB$306 
gbak:restoring domain RDB$307 
gbak:restoring domain RDB$308 
gbak:restoring domain RDB$309 
gbak:restoring domain RDB$310 
gbak:restoring domain RDB$311 
gbak:restoring domain RDB$312 
gbak:restoring domain RDB$313 
gbak:restoring domain RDB$314 
gbak:restoring domain RDB$315 
gbak:restoring domain RDB$316 
gbak:restoring domain RDB$317 
gbak:restoring domain RDB$318 
gbak:restoring domain RDB$319 
gbak:restoring domain RDB$320 
gbak:restoring domain RDB$321 
gbak:restoring domain RDB$322 
gbak:restoring domain RDB$323 
gbak:restoring domain RDB$324 
gbak:restoring domain RDB$325 
gbak:restoring domain RDB$326 
gbak:restoring domain RDB$327 
gbak:restoring domain RDB$337 
gbak:restoring domain RDB$338 
gbak:restoring domain RDB$339 
gbak:restoring domain RDB$340 
gbak:restoring domain RDB$341 
gbak:restoring domain RDB$347 
gbak:restoring domain RDB$348 
gbak:restoring domain RDB$349 
gbak:restoring domain RDB$350 
gbak:restoring domain RDB$351 
gbak:restoring domain RDB$352 
gbak:restoring domain RDB$353 
gbak:restoring domain RDB$354 
gbak:restoring domain RDB$355 
gbak:restoring domain RDB$356 
gbak:restoring domain RDB$357 
gbak:restoring domain RDB$2211 
gbak:restoring domain RDB$2212 
gbak:restoring domain RDB$2213 
gbak:restoring domain RDB$2214 
gbak:restoring domain RDB$2215 
gbak:restoring domain RDB$2222 
gbak:restoring domain RDB$2223 
gbak:restoring domain RDB$2224 
gbak:restoring domain RDB$2225 
gbak:restoring domain RDB$2226 
gbak:restoring domain RDB$2227 
gbak:restoring domain RDB$2228 
gbak:restoring domain RDB$2229 
gbak:restoring domain RDB$2230 
gbak:restoring domain RDB$2231 
gbak:restoring domain RDB$9005 
gbak:restoring domain RDB$9006 
gbak:restoring domain RDB$9007 
gbak:restoring domain RDB$9008 
gbak:restoring domain RDB$9009 
gbak:restoring domain RDB$3911 
gbak:restoring domain RDB$3912 
gbak:restoring domain RDB$3913 
gbak:restoring domain RDB$3914 
gbak:restoring domain RDB$3915 
gbak:restoring domain RDB$3916 
gbak:restoring domain RDB$3917 
gbak:restoring domain RDB$3918 
gbak:restoring domain RDB$3919 
gbak:restoring domain RDB$3920 
gbak:restoring domain RDB$441 
gbak:restoring domain RDB$442 
gbak:restoring domain RDB$443 
gbak:restoring domain RDB$444 
gbak:restoring domain RDB$445 
gbak:restoring domain RDB$446 
gbak:restoring domain RDB$447 
gbak:restoring domain RDB$448 
gbak:restoring domain RDB$449 
gbak:restoring domain RDB$450 
gbak:restoring domain RDB$451 
gbak:restoring domain RDB$9010 
gbak:restoring domain RDB$3935 
gbak:restoring domain RDB$452 
gbak:restoring domain RDB$453 
gbak:restoring domain RDB$454 
gbak:restoring domain RDB$455 
gbak:restoring domain RDB$456 
gbak:restoring domain RDB$457 
gbak:restoring domain RDB$458 
gbak:restoring domain RDB$459 
gbak:restoring domain RDB$460 
gbak:restoring domain RDB$461 
gbak:restoring domain RDB$462 
gbak:restoring domain RDB$463 
gbak:restoring domain RDB$464 
gbak:restoring domain RDB$465 
gbak:restoring domain RDB$466 
gbak:restoring domain RDB$467 
gbak:restoring domain RDB$468 
gbak:restoring domain RDB$469 
gbak:restoring domain RDB$470 
gbak:restoring domain RDB$471 
gbak:restoring domain RDB$472 
gbak:restoring domain RDB$473 
gbak:restoring domain RDB$474 
gbak:restoring domain RDB$475 
gbak:restoring domain RDB$476 
gbak:restoring domain RDB$477 
gbak:restoring domain RDB$478 
gbak:restoring domain RDB$479 
gbak:restoring domain RDB$480 
gbak:restoring domain RDB$481 
gbak:restoring domain RDB$482 
gbak:restoring domain RDB$483 
gbak:restoring domain RDB$484 
gbak:restoring domain RDB$485 
gbak:restoring domain RDB$486 
gbak:restoring domain RDB$487 
gbak:restoring domain RDB$488 
gbak:restoring domain RDB$489 
gbak:restoring domain RDB$490 
gbak:restoring domain RDB$491 
gbak:restoring domain RDB$492 
gbak:restoring domain RDB$493 
gbak:restoring domain RDB$494 
gbak:restoring domain RDB$504 
gbak:restoring domain RDB$505 
gbak:restoring domain RDB$506 
gbak:restoring domain RDB$507 
gbak:restoring domain RDB$508 
gbak:restoring domain RDB$509 
gbak:restoring domain RDB$510 
gbak:restoring domain RDB$511 
